菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
老婆饼,老婆饼,380.0,5.0,15.0,58.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
杏仁饼,杏仁饼,440.0,8.0,18.0,63.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
砵仔糕,钵仔糕,150.0,1.5,0.5,35.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
白糖糕,白糖糕,170.0,2.0,0.5,40.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
伦教糕,伦教糕,170.0,2.0,0.5,40.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
咸水角,咸水角,300.0,5.0,16.0,35.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蛋散,蛋散,400.0,6.0,18.0,55.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
笑口枣,笑口枣,430.0,6.0,20.0,58.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛脷酥,牛脷酥,350.0,6.0,15.0,48.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
油角,油角,420.0,7.0,20.0,55.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
潮汕牛肉火锅,潮汕牛肉火锅,120.0,12.0,6.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
手打牛肉丸,手打牛肉丸,180.0,15.0,12.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
沙茶牛肉,沙茶牛肉,180.0,14.0,12.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚝烙,蚵仔煎,180.0,10.0,12.0,9.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
普宁豆酱煮鱼,普宁豆酱煮鱼,110.0,16.0,4.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
生腌虾,生腌虾,90.0,14.0,3.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
生腌蟹,生腌蟹,95.0,13.0,4.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
生腌血蛤,生腌血蛤,85.0,12.0,2.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
反沙芋头,反沙芋头,180.0,2.0,6.0,30.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
客家盐焗鸡,客家盐焗鸡,180.0,18.0,11.0,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
粉丝包子,粉丝包子,180.0,6.0,5.0,29.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
梅干菜包子,梅干菜包子,190.0,7.0,6.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
萝卜丝包子,萝卜丝包子,170.0,6.0,5.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
韭菜鸡蛋包子,韭菜鸡蛋包子,180.0,6.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪肉大葱包子,猪肉大葱包子,210.0,8.0,9.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪肉白菜包子,猪肉白菜包子,200.0,7.0,8.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪肉粉条包子,猪肉粉条包子,210.0,7.0,8.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
羊肉包子,羊肉包子,220.0,9.0,10.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛肉包子,牛肉包子,210.0,9.0,8.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
三鲜包子,三鲜包子,190.0,7.0,6.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
虾仁包子,虾仁包子,180.0,8.0,5.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香菇鸡肉包子,香菇鸡肉包子,180.0,8.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
豆角包子,豆角包子,180.0,6.0,6.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
酸菜包子,酸菜包子,190.0,7.0,8.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
南瓜包子,南瓜包子,190.0,6.0,5.0,32.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
酱肉包子,酱肉包子,220.0,9.0,10.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
卤肉包子,卤肉包子,220.0,9.0,10.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鲜肉笋丁包子,鲜肉笋丁包子,210.0,8.0,9.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
荠菜包子,荠菜包子,180.0,7.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芹菜猪肉包子,芹菜猪肉包子,200.0,7.0,8.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
青菜香菇包子,青菜香菇包子,180.0,7.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
黑芝麻包子,黑芝麻包子,240.0,7.0,9.0,34.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
枣泥包子,枣泥包子,220.0,6.0,5.0,40.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蟹黄包子,蟹黄包子,200.0,8.0,9.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
肉末粉丝包子,肉末粉丝包子,200.0,7.0,7.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
腌笃鲜,腌笃鲜,70.0,5.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
椒麻鸡,椒麻鸡,150.0,16.0,9.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东山羊,东山羊,230.0,17.0,17.0,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
啤酒鱼,啤酒鱼,130.0,15.0,6.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
老友粉,老友粉,140.0,6.0,4.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
